"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","EVAP","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WDMV","WESD","WESF"
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-01",,,,"8.1",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-02",,,,"0.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-03",,,,"1.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-04",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-05",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-06",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-07",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-08",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-10",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-11",,,,"0.5",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-12",,,,"7.9",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-13",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-14",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-15",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-16",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-17",,,,"1.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-18",,,,"3.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-19",,,,"28.2",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-20",,,,"14.5",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-22","    2",,"0.3",,,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-23",,,,"8.9",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-24",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-26",,,,"4.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-27",,,,"14.5",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-28",,,,"0.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-29",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-30",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-05-31",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-01",,,,"5.1",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-02",,,,"0.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-03",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-04",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-05",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-06",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-07",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-08",,,,"0.0","0.0",,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-09",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-10",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-11",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-12",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-13",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-14",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-15",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-16",,,,"21.8",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-17",,,,"1.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-18",,,,"1.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-19",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-20",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-21",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-22",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-23",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-24",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-25",,,,"0.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-26",,,,"1.8",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-27",,,,"0.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-28",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-29",,,,"21.1",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-06-30",,,,"33.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-01",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-02",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-03",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-04",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-05",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-06",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-07",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-08",,,,"0.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-09",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-10",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-11",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-12",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-13",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-14",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-15",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-16",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-17",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-18",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-19",,,,"8.6",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-20",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-21",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-22",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-23",,,,"7.6",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-24",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-25",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-26",,,,"2.5",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-07-27",,,,"13.2",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-01",,,,"0.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-03",,,,"8.4",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-05",,,,"23.6",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-06",,,,"80.5",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-07",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-08",,,,"3.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-09",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-10",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-11",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-12",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-13",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-14",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-16",,,,"10.7",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-17",,,,"0.5",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-18",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-19",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-20",,,,"1.5",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-21",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-22",,,,"14.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-27","    5",,"0.0",,,"0.0",,,,,"0.0",
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-28",,,,"3.6",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-29",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-30",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-08-31",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-01",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-02",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-03",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-05","    2",,"0.0",,,"0.0",,,,,"0.0",
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-13","    9",,"0.0",,,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-14",,,,"6.1",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-15",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-17",,,,"10.9",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-18",,,,"0.8",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-19",,,,"14.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-20",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-21",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-22",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-23",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-24",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-25",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-26",,,,"11.2",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-27",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-28",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-29",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-09-30",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-01",,,,"0.5",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-02",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-03",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-04",,,,"7.1",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-05",,,,"10.2",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-06",,,,"5.1",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-07",,,,"32.8",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-08",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-09",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-10",,,,"0.8",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-11",,,,"1.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-12",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-13",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-14",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-15",,,,"6.1",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-16",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-17",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-18",,,,"0.0","0.0",,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-19",,,,"0.0","0.0",,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-20",,,,"0.0","0.0",,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-21",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-22",,,,"0.5",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-23",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-24",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-25",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-26",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-10-27",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-11-01",,,,"0.5",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2017-11-02",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-03-24",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-03-25",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-03-26",,,,"1.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-03-27",,,,"1.8",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-03-28",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-03-29",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-03-30",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-03-31",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-01",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-02",,,,"1.8",,"0.0",,,,,"1.8",
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-03",,,,"1.8",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-04",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-05",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-06",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-07",,,,"0.0","0.0","0.0",,,,,"0.0","0.0"
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-08",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-09",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-10",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-14","    4",,"0.0",,,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-15",,,,"2.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-16",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-17",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-18",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-19",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-20",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-21",,,,"2.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-22",,,,"11.7",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-23",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-24",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-25",,,,"6.9",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-26",,,,"9.1",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-27",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-28",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-29",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-04-30",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-01",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-02",,,,"41.9",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-03",,,,"25.4",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-04",,,,"3.6",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-05",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-06",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-07",,,,"0.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-08",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-09",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-10",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-11",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-12",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-13",,,,"1.3",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-14",,,,"0.0",,,,,,,,
"US1KSRL0027","MANHATTAN 3.7 N, KS US","39.243138","-96.59228","322.8","2018-05-15",,,,"0.0",,,,,,,,
